rule,precision,recall,rule_coverage,Target,Sample size
YearsEmployed>2.5 & CreditScore>3,0.9984779299847792,0.1467233281145157,0.0657,0.4471,10000
Income>475.0 & CreditScore>3,0.997134670487106,0.1556698725117423,0.0698,0.4471,10000
"PriorDefault==""Yes"" & CreditScore>3",0.9963325183374084,0.3645716841869827,0.1636,0.4471,10000
"Ethnicity!=""White"" & CreditScore>3",0.9940476190476192,0.1494072914336837,0.0672,0.4471,10000
Income>112.0 & CreditScore>3,0.9937733499377336,0.1784835607246701,0.0803,0.4471,10000
YearsEmployed>1.165 & CreditScore>3,0.9928635147190008,0.2489375978528293,0.1121,0.4471,10000
CreditScore>3 & Age>36.75,0.9915966386554622,0.1055692238872735,0.0476,0.4471,10000
Age>29.42 & CreditScore>3,0.991421568627451,0.1809438604339074,0.0816,0.4471,10000
"Employed==""Yes"" & YearsEmployed>4.54",0.991304347826087,0.1274882576604786,0.0575,0.4471,10000
CreditScore>7 & Debt>1.625,0.990791896869245,0.1203310221426973,0.0543,0.4471,10000
CreditScore>7 & ZipCode<=204,0.9904,0.1384477745470811,0.0625,0.4471,10000
ZipCode<=112 & CreditScore>3,0.9903508771929824,0.25251621561172,0.114,0.4471,10000
Age>22.5 & CreditScore>3,0.9903129657228018,0.2972489375978528,0.1342,0.4471,10000
Debt>4.335 & CreditScore>3,0.9902676399026764,0.1820621784835607,0.0822,0.4471,10000
"Married==""Yes"" & CreditScore>7",0.99002849002849,0.1554462089018116,0.0702,0.4471,10000
"BankCustomer==""Has account"" & CreditScore>7",0.99002849002849,0.1554462089018116,0.0702,0.4471,10000
"Industry!=""ConsumerStaples"" & CreditScore>3",0.9899053627760253,0.3509282039812122,0.1585,0.4471,10000
Debt>1.625 & CreditScore>3,0.9897610921501706,0.2594497875195705,0.1172,0.4471,10000
CreditScore>7,0.989459815546772,0.1679713710579288,0.0759,0.4471,10000
"Ethnicity!=""Latino"" & CreditScore>3",0.9888888888888888,0.3583091031089241,0.162,0.4471,10000
"Industry!=""Healthcare"" & CreditScore>3",0.9888888888888888,0.3583091031089241,0.162,0.4471,10000
CreditScore>3 & ZipCode<=204,0.9886363636363636,0.2918810109595169,0.132,0.4471,10000
ZipCode<=204 & CreditScore>3,0.9886363636363636,0.2918810109595169,0.132,0.4471,10000
"Married==""Yes"" & CreditScore>3",0.988296488946684,0.3399686870946097,0.1538,0.4471,10000
"BankCustomer==""Has account"" & CreditScore>3",0.988296488946684,0.3399686870946097,0.1538,0.4471,10000
CreditScore>3,0.9878934624697336,0.3650190114068441,0.1652,0.4471,10000
"PriorDefault==""Yes"" & Income>990.0",0.9871428571428572,0.154551554462089,0.07,0.4471,10000
"Income>475.0 & PriorDefault==""Yes""",0.9846285226302306,0.2578841422500559,0.1171,0.4471,10000
"PriorDefault==""Yes"" & Income>112.0",0.9824046920821116,0.2997092373070901,0.1364,0.4471,10000
"Employed==""Yes"" & YearsEmployed>2.5",0.9791231732776616,0.2097964661149631,0.0958,0.4471,10000
"Employed==""Yes"" & Married==""Yes"" & PriorDefault==""Yes""",0.9779179810725552,0.5546857526280474,0.2536,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9779179810725552,0.5546857526280474,0.2536,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes"" & Citizen!=""ByOtherMeans""",0.9757860498735093,0.6038917468127936,0.2767,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes""",0.9755483638978784,0.6067993737418922,0.2781,0.4471,10000
"Employed==""Yes"" & Ethnicity==""Black""",0.9685929648241206,0.1724446432565421,0.0796,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & Debt>4.335",0.968013468013468,0.1286065757101319,0.0594,0.4471,10000
"PriorDefault==""Yes"" & YearsEmployed>4.54",0.9671682626538988,0.1581301722209796,0.0731,0.4471,10000
"PriorDefault==""Yes"" & Ethnicity==""Black""",0.9651162790697676,0.2413330351151867,0.1118,0.4471,10000
"Employed==""Yes"" & Income>990.0",0.9627976190476192,0.1447103556251397,0.0672,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & ZipCode<=112",0.962566844919786,0.2012972489375978,0.0935,0.4471,10000
"Employed==""Yes"" & YearsEmployed>1.165",0.9607951408061844,0.3891746812793558,0.1811,0.4471,10000
"PriorDefault==""Yes"" & YearsEmployed>2.5",0.9598741148701808,0.2728696041154104,0.1271,0.4471,10000
"Employed==""Yes"" & Income>475.0",0.9572052401746723,0.245135316484008,0.1145,0.4471,10000
"Debt>8.0 & PriorDefault==""Yes""",0.9565637065637066,0.2216506374412883,0.1036,0.4471,10000
"YearsEmployed>1.165 & PriorDefault==""Yes""",0.950657894736842,0.5171102661596958,0.2432,0.4471,10000
Income>475.0 & ZipCode<=112,0.9503105590062112,0.1711026615969581,0.0805,0.4471,10000
