rule,precision,recall,rule_coverage,Target,Sample size
"DriversLicense==""No"" & PriorDefault==""Yes"" & Age>25.42",1.0,0.4848484848484848,0.16,0.33,100
"PriorDefault==""Yes"" & CreditScore>1",1.0,0.4242424242424242,0.14,0.33,100
"Employed==""Yes"" & PriorDefault==""Yes"" & Age>25.42",1.0,0.4242424242424242,0.14,0.33,100
"Employed==""Yes"" & Income>40.0",1.0,0.3636363636363636,0.12,0.33,100
"PriorDefault==""Yes"" & Income>40.0",1.0,0.3636363636363636,0.12,0.33,100
YearsEmployed>0.25 & Income>40.0,1.0,0.3333333333333333,0.11,0.33,100
"Married==""Yes"" & Ethnicity!=""Latino"" & Income>40.0",1.0,0.3333333333333333,0.11,0.33,100
"BankCustomer==""Has account"" & Ethnicity!=""Latino"" & Income>40.0",1.0,0.3333333333333333,0.11,0.33,100
"Married==""Yes"" & Industry!=""Healthcare"" & Income>40.0",1.0,0.3333333333333333,0.11,0.33,100
"PriorDefault==""Yes"" & ZipCode<=96 & Age>25.42",1.0,0.3333333333333333,0.11,0.33,100
Income>40.0 & YearsEmployed>0.665,1.0,0.3333333333333333,0.11,0.33,100
"Industry!=""Healthcare"" & BankCustomer==""Has account"" & Income>40.0",1.0,0.3333333333333333,0.11,0.33,100
CreditScore>3,1.0,0.303030303030303,0.1,0.33,100
CreditScore>1 & Income>40.0,1.0,0.303030303030303,0.1,0.33,100
ZipCode<=140 & CreditScore>1,1.0,0.303030303030303,0.1,0.33,100
"PriorDefault==""Yes"" & YearsEmployed>3.0",1.0,0.303030303030303,0.1,0.33,100
"Ethnicity==""White"" & CreditScore>1",1.0,0.2727272727272727,0.09,0.33,100
"Debt>2.5 & Ethnicity!=""Latino"" & Income>40.0",1.0,0.2727272727272727,0.09,0.33,100
"Debt>2.5 & Industry!=""Healthcare"" & Income>40.0",1.0,0.2727272727272727,0.09,0.33,100
"DriversLicense==""No"" & CreditScore>1",1.0,0.2424242424242424,0.08,0.33,100
YearsEmployed>1.75 & Income>40.0,1.0,0.2424242424242424,0.08,0.33,100
"PriorDefault==""Yes"" & Industry==""Materials""",1.0,0.2424242424242424,0.08,0.33,100
"Ethnicity!=""Latino"" & DriversLicense==""No"" & Age>35.25",1.0,0.2424242424242424,0.08,0.33,100
"DriversLicense==""No"" & Industry!=""Healthcare"" & Age>35.25",1.0,0.2424242424242424,0.08,0.33,100
"Employed==""Yes"" & Gender==""Female""",1.0,0.2121212121212121,0.07,0.33,100
"Employed==""Yes"" & YearsEmployed>3.0",1.0,0.2121212121212121,0.07,0.33,100
"DriversLicense==""No"" & YearsEmployed>3.0",1.0,0.2121212121212121,0.07,0.33,100
"Employed==""Yes"" & Industry==""Materials""",1.0,0.2121212121212121,0.07,0.33,100
"Married==""Yes"" & Income>6.0 & Age>25.42",1.0,0.2121212121212121,0.07,0.33,100
"BankCustomer==""Has account"" & Income>6.0 & Age>25.42",1.0,0.2121212121212121,0.07,0.33,100
"Debt>2.5 & Gender==""Female"" & PriorDefault==""Yes""",1.0,0.2121212121212121,0.07,0.33,100
"Married==""Yes"" & Age>25.42 & Income>40.0",1.0,0.2121212121212121,0.07,0.33,100
"Age>25.42 & BankCustomer==""Has account"" & Income>40.0",1.0,0.2121212121212121,0.07,0.33,100
CreditScore>6,1.0,0.1818181818181818,0.06,0.33,100
"PriorDefault==""Yes"" & Ethnicity==""Black""",1.0,0.1818181818181818,0.06,0.33,100
"Gender==""Female"" & CreditScore>1",1.0,0.1818181818181818,0.06,0.33,100
Debt>6.5 & Income>40.0,1.0,0.1818181818181818,0.06,0.33,100
"PriorDefault==""Yes"" & Debt>6.5",1.0,0.1818181818181818,0.06,0.33,100
"Employed==""Yes"" & Ethnicity==""White"" & Age>29.42",1.0,0.1818181818181818,0.06,0.33,100
"DriversLicense==""No"" & Ethnicity==""White"" & Age>35.25",1.0,0.1818181818181818,0.06,0.33,100
"Gender==""Female"" & PriorDefault==""Yes"" & Age>25.42",1.0,0.1818181818181818,0.06,0.33,100
Debt>2.5 & Income>6.0 & Age>25.42,1.0,0.1818181818181818,0.06,0.33,100
"Employed==""Yes"" & DriversLicense==""No"" & Age>29.42",1.0,0.1818181818181818,0.06,0.33,100
"Gender==""Female"" & PriorDefault==""Yes"" & YearsEmployed>0.25",1.0,0.1818181818181818,0.06,0.33,100
